"","datetime","open","high","low","close","volume","turnover"
"26",2021-10-15 12:30:00,0.75329,0.75329,0.75084,0.7509,2562.18260088,1926.1919106218
"27",2021-10-15 13:00:00,0.75,0.75303,0.74863,0.74956,13984.01225058,10498.175374445
"28",2021-10-15 13:30:00,0.75035,0.75156,0.74661,0.74732,26726.35091527,20011.1486201714
"29",2021-10-15 14:00:00,0.74769,0.7505,0.74527,0.74801,15054.42017929,11257.0427879864
"30",2021-10-15 14:30:00,0.74686,0.74899,0.7446,0.74649,7175.61669701,5356.52944624898
"31",2021-10-15 15:00:00,0.74649,0.75208,0.74512,0.75022,6530.8206992,4893.97237380167
"32",2021-10-15 15:30:00,0.75,0.7505,0.7456,0.74756,15961.61631374,11935.3043345152
"33",2021-10-15 16:00:00,0.74605,0.75227,0.74467,0.75096,27886.48646314,20855.8034176687
"34",2021-10-15 16:30:00,0.74872,0.75227,0.74507,0.74971,14468.97217935,10830.066876532
"35",2021-10-15 17:00:00,0.75098,0.76263,0.74865,0.7616,24615.35771548,18549.7821243654
"36",2021-10-15 17:30:00,0.75952,0.76089,0.75439,0.75564,51048.01609142,38738.9785372067
"37",2021-10-15 18:00:00,0.75747,0.76335,0.75747,0.7594,15770.5755034,11988.5205836923
"38",2021-10-15 18:30:00,0.76122,0.76357,0.75993,0.7632,12392.24168436,9447.64130643328
"39",2021-10-15 19:00:00,0.76291,0.76555,0.75906,0.76196,16465.98491552,12536.4238915724
"40",2021-10-15 19:30:00,0.76196,0.76453,0.76012,0.761,4991.46638641,3807.1937175676
"41",2021-10-15 20:00:00,0.76294,0.76422,0.76055,0.76422,24922.62975868,19005.0228474619
"42",2021-10-15 20:30:00,0.764,0.76807,0.76293,0.76606,14699.17056587,11254.8422725497
"43",2021-10-15 21:00:00,0.76624,0.76852,0.76085,0.76085,14464.21108496,11082.3264368705
"44",2021-10-15 21:30:00,0.76063,0.76125,0.75436,0.75703,58749.88179794,44641.371034638
"45",2021-10-15 22:00:00,0.75675,0.761,0.75642,0.75748,6896.73335985,5233.54443788725
"46",2021-10-15 22:30:00,0.75806,0.76073,0.75669,0.76073,5642.04400886,4282.57086040286
"47",2021-10-15 23:00:00,0.7609,0.76618,0.7575,0.75794,30690.44842176,23365.8111547607
"48",2021-10-15 23:30:00,0.75812,0.76222,0.75624,0.75624,12098.1964691,9199.48352588881
"49",2021-10-16 00:00:00,0.75739,0.76357,0.75703,0.76172,15145.83199908,11501.931457271
"50",2021-10-16 00:30:00,0.76154,0.769,0.76154,0.76446,17450.4888051,13350.7723776592
"51",2021-10-16 01:00:00,0.76292,0.76768,0.76241,0.76459,4415.60922912,3377.07979687623
"52",2021-10-16 01:30:00,0.76451,0.76451,0.75889,0.7624,5788.3508,4403.226164457
"53",2021-10-16 02:00:00,0.76348,0.76638,0.7617,0.76502,10811.00789458,8262.32440662917
"54",2021-10-16 02:30:00,0.76526,0.76883,0.76447,0.76841,6893.62049392,5284.79277981559
"55",2021-10-16 03:00:00,0.76727,0.76949,0.76503,0.76776,8736.56741925,6702.36707011229
"56",2021-10-16 03:30:00,0.76657,0.76806,0.76139,0.76258,16398.01903273,12551.5743354972
"57",2021-10-16 04:00:00,0.76188,0.76376,0.75708,0.76141,16792.62908356,12763.9880508267
"58",2021-10-16 04:30:00,0.76243,0.76253,0.75765,0.75765,5219.21891844,3964.96788322673
"59",2021-10-16 05:00:00,0.75724,0.76102,0.75671,0.76102,9370.71118466,7111.31452878695
"60",2021-10-16 05:30:00,0.76033,0.76185,0.75847,0.76185,11866.10893574,9019.14845328967
"61",2021-10-16 06:00:00,0.76185,0.76593,0.76005,0.76555,21568.09550173,16451.1091314105
"62",2021-10-16 06:30:00,0.76535,0.76587,0.76179,0.76338,5144.1697742,3930.52799550163
"63",2021-10-16 07:00:00,0.76339,0.76585,0.76139,0.76329,6298.42173724,4810.64611961795
"64",2021-10-16 07:30:00,0.763,0.76506,0.76224,0.76347,3025.5187146,2309.54621632356
"65",2021-10-16 08:00:00,0.76456,0.7682,0.7629,0.7671,7269.75049031,5565.5058108101
"66",2021-10-16 08:30:00,0.76649,0.769,0.76548,0.769,4733.93355003,3631.78207197653
"67",2021-10-16 09:00:00,0.76744,0.77029,0.76662,0.76856,10218.65052944,7850.20123516622
"68",2021-10-16 09:30:00,0.76963,0.77134,0.76725,0.77053,8170.82216998,6285.04475392296
"69",2021-10-16 10:00:00,0.77102,0.77462,0.77,0.77301,7583.6946704,5853.73137347066
"70",2021-10-16 10:30:00,0.77344,0.7766,0.77066,0.77532,12928.79894378,9999.73565113896
"71",2021-10-16 11:00:00,0.77448,0.77544,0.77188,0.77424,13014.18403977,10065.6218057172
"72",2021-10-16 11:30:00,0.77465,0.77788,0.77421,0.77764,6139.40164027,4765.63614712615
"73",2021-10-16 12:00:00,0.77756,0.77935,0.77639,0.77763,13869.6076815,10791.416434623
"74",2021-10-16 12:30:00,0.77726,0.77769,0.75612,0.76249,29874.74351621,22873.3839158207
"75",2021-10-16 13:00:00,0.76042,0.76658,0.75828,0.76061,17228.5789983,13136.4306108655
"76",2021-10-16 13:30:00,0.76062,0.76866,0.76062,0.76866,4844.05409992,3706.38487566394
"77",2021-10-16 14:00:00,0.76883,0.77076,0.7646,0.76902,12800.32570931,9827.97156792787
"78",2021-10-16 14:30:00,0.76884,0.77142,0.76722,0.77142,13364.7712864,10285.2283307582
"79",2021-10-16 15:00:00,0.77142,0.77177,0.76519,0.76715,15298.73941236,11749.4878771178
"80",2021-10-16 15:30:00,0.76716,0.77462,0.76711,0.77285,15593.31011471,12005.3759235157
"81",2021-10-16 16:00:00,0.77274,0.7771,0.76825,0.76938,18867.06727006,14564.4700585325
"82",2021-10-16 16:30:00,0.76961,0.77738,0.76886,0.77598,18879.46555565,14596.1463508166
"83",2021-10-16 17:00:00,0.77542,0.77542,0.76601,0.77066,21375.07627551,16440.3924101384
"84",2021-10-16 17:30:00,0.76923,0.77414,0.76887,0.77382,8101.04971218,6245.54692618288
"85",2021-10-16 18:00:00,0.77066,0.77313,0.76877,0.77101,12827.50678015,9891.54488047711
"86",2021-10-16 18:30:00,0.77101,0.77617,0.77101,0.77617,12113.0622063,9362.06841974084
"87",2021-10-16 19:00:00,0.77453,0.77637,0.77383,0.77424,4766.67475094,3693.81614427467
"88",2021-10-16 19:30:00,0.7749,0.77714,0.76996,0.77454,12077.88291996,9337.75678766959
"89",2021-10-16 20:00:00,0.77525,0.825,0.77474,0.81892,212480.5870518,170314.774906763
"90",2021-10-16 20:30:00,0.81926,0.84,0.8132,0.83209,382389.42256655,316293.761847131
"91",2021-10-16 21:00:00,0.83061,0.86295,0.82259,0.86254,178011.0015713,149547.842190251
"92",2021-10-16 21:30:00,0.86175,0.86371,0.81467,0.81932,139969.96530803,117427.958383422
"93",2021-10-16 22:00:00,0.81907,0.82038,0.80799,0.81022,51227.71815873,41614.7700936094
"94",2021-10-16 22:30:00,0.81022,0.81321,0.803,0.80767,30465.54721605,24621.9275882211
"95",2021-10-16 23:00:00,0.80611,0.81624,0.80137,0.8147,33563.83179568,27221.7758636187
"96",2021-10-16 23:30:00,0.81501,0.81599,0.80459,0.80737,36034.09659066,29199.6274159843
"97",2021-10-17 00:00:00,0.80976,0.80976,0.79276,0.79357,25598.82628017,20504.7033364056
"98",2021-10-17 00:30:00,0.79514,0.80791,0.79093,0.80791,21264.61411023,17034.8411759718
"99",2021-10-17 01:00:00,0.80696,0.81288,0.80384,0.80384,10812.78300227,8757.57421874613
"100",2021-10-17 01:30:00,0.80381,0.80668,0.80056,0.80552,6481.81963847,5204.16212716173
"101",2021-10-17 02:00:00,0.80336,0.80336,0.79321,0.79421,9903.02019674,7881.3229859752
"102",2021-10-17 02:30:00,0.79365,0.7967,0.79093,0.79117,6778.64466609,5379.29442464312
"103",2021-10-17 03:00:00,0.79174,0.79354,0.78923,0.79232,11840.3146517,9370.95463705629
"104",2021-10-17 03:30:00,0.79321,0.7957,0.79188,0.79436,5059.74277035,4016.74046634365
"105",2021-10-17 04:00:00,0.79436,0.80624,0.79429,0.80152,19455.74333225,15592.5427364703
"106",2021-10-17 04:30:00,0.80131,0.80496,0.79531,0.79716,21070.83377576,16843.1599547662
"107",2021-10-17 05:00:00,0.7966,0.79846,0.79028,0.79185,6758.97924111,5369.03596277513
"108",2021-10-17 05:30:00,0.79185,0.79185,0.78267,0.78632,42061.45964445,33171.0369169027
"109",2021-10-17 06:00:00,0.78635,0.78983,0.78402,0.7859,8348.85287989,6564.08864943247
"110",2021-10-17 06:30:00,0.78617,0.79099,0.78485,0.78937,7553.34004356,5961.59295942637
"111",2021-10-17 07:00:00,0.78937,0.79643,0.78863,0.79642,6153.0669505,4881.96191820436
"112",2021-10-17 07:30:00,0.79631,0.7965,0.78731,0.78793,31145.56542721,24679.0211061557
"113",2021-10-17 08:00:00,0.78727,0.7938,0.7864,0.79152,64538.76569611,50877.8991574506
"114",2021-10-17 08:30:00,0.79077,0.79186,0.78668,0.78886,9760.4835065,7716.87923932516
"115",2021-10-17 09:00:00,0.78837,0.79229,0.78581,0.7909,8495.16131266,6699.29956123929
"116",2021-10-17 09:30:00,0.7909,0.79462,0.78998,0.79273,15224.20315296,12071.805645057
"117",2021-10-17 10:00:00,0.79274,0.79412,0.79069,0.79092,2948.44445191,2336.16452123316
"118",2021-10-17 10:30:00,0.79155,0.79419,0.7884,0.79071,8522.4679885,6746.45463014981
"119",2021-10-17 11:00:00,0.79045,0.79361,0.7889,0.7889,10775.32068343,8521.82574357636
"120",2021-10-17 11:30:00,0.78876,0.79162,0.78652,0.78652,31355.93545514,24744.8080246337
"121",2021-10-17 12:00:00,0.78672,0.78823,0.78111,0.78295,6451.04754831,5061.43690882602
"122",2021-10-17 12:30:00,0.78227,0.78227,0.77666,0.77908,59551.90312618,46369.1936767832
"123",2021-10-17 13:00:00,0.77968,0.78376,0.77745,0.78191,9064.39318712,7083.63780548665
"124",2021-10-17 13:30:00,0.7827,0.78461,0.78019,0.78403,11837.03587109,9262.34569961438
"125",2021-10-17 14:00:00,0.78485,0.78485,0.78032,0.78032,9272.12024405,7257.11400464055
"126",2021-10-17 14:30:00,0.78,0.7813,0.77773,0.7813,11347.9675005,8848.21233527598
"127",2021-10-17 15:00:00,0.78165,0.78178,0.77417,0.77456,8544.01722739,6637.91065488854
"128",2021-10-17 15:30:00,0.774,0.77481,0.76692,0.77154,7414.7392337,5710.10004371051
"129",2021-10-17 16:00:00,0.77026,0.7724,0.76752,0.77118,13213.91886763,10173.005622906
"130",2021-10-17 16:30:00,0.77118,0.774,0.76828,0.772,11054.37560554,8524.25540097244
"131",2021-10-17 17:00:00,0.77257,0.7733,0.77081,0.7733,4290.81328381,3310.51831622171
"132",2021-10-17 17:30:00,0.77291,0.77342,0.77116,0.77205,3527.45514273,2723.88767388083
"133",2021-10-17 18:00:00,0.77052,0.77501,0.77052,0.77402,9520.1146748,7370.12554679091
"134",2021-10-17 18:30:00,0.77353,0.77367,0.77,0.77345,14027.92182745,10824.8252547681
"135",2021-10-17 19:00:00,0.77345,0.77477,0.76883,0.76883,19590.75361019,15108.6469094722
"136",2021-10-17 19:30:00,0.76866,0.76866,0.76333,0.76574,9954.48019522,7628.27323741918
"137",2021-10-17 20:00:00,0.76333,0.76333,0.73817,0.74341,108311.60273959,81117.800725609
"138",2021-10-17 20:30:00,0.74168,0.74973,0.73974,0.74719,35308.89416917,26295.3363570305
"139",2021-10-17 21:00:00,0.74509,0.75604,0.74432,0.75307,16798.10905083,12617.3515670791
"140",2021-10-17 21:30:00,0.75467,0.76435,0.75348,0.7635,23555.61995177,17880.2939871702
"141",2021-10-17 22:00:00,0.76442,0.76919,0.76406,0.765,14751.58897425,11309.1555690202
"142",2021-10-17 22:30:00,0.7636,0.76636,0.76035,0.76119,10186.52572288,7779.79098860148
"143",2021-10-17 23:00:00,0.7616,0.76465,0.76076,0.76328,23005.55631253,17548.5899829483
"144",2021-10-17 23:30:00,0.76275,0.76684,0.76252,0.76684,8130.76272646,6217.38896906248
"145",2021-10-18 00:00:00,0.76445,0.76524,0.76119,0.76524,8101.32342637,6181.92656801421
"146",2021-10-18 00:30:00,0.76408,0.77202,0.76398,0.76658,7462.06493506,5741.77857876416
"147",2021-10-18 01:00:00,0.7683,0.76993,0.76638,0.76993,8596.51457683,6601.9490081142
"148",2021-10-18 01:30:00,0.76986,0.7706,0.76427,0.76427,12172.0048364,9346.5851058087
"149",2021-10-18 02:00:00,0.768,0.7688,0.76622,0.76622,13459.00164211,10330.6921195418
"150",2021-10-18 02:30:00,0.76608,0.76762,0.76077,0.76077,10014.26500813,7658.59558577353
"151",2021-10-18 03:00:00,0.76101,0.76259,0.75883,0.76006,18112.21650843,13770.2333899772
"152",2021-10-18 03:30:00,0.76065,0.76065,0.75708,0.75708,4525.9834826,3435.90480898996
"153",2021-10-18 04:00:00,0.7575,0.76065,0.75566,0.75749,8605.13775138,6517.09424061048
"154",2021-10-18 04:30:00,0.76009,0.76009,0.75796,0.75922,14086.99740632,10693.6256141316
"155",2021-10-18 05:00:00,0.75925,0.76185,0.75835,0.75929,3021.8466,2295.151962193
"156",2021-10-18 05:30:00,0.75975,0.76287,0.75975,0.76287,10332.86866751,7864.33610159226
"157",2021-10-18 06:00:00,0.76213,0.76333,0.75927,0.75927,6160.89476753,4693.35061828577
"158",2021-10-18 06:30:00,0.7595,0.76048,0.75783,0.76039,1476.27817132,1120.24615021246
"159",2021-10-18 07:00:00,0.75947,0.76252,0.75931,0.76245,3374.22895269,2567.31043724232
"160",2021-10-18 07:30:00,0.762,0.7628,0.75307,0.75307,8894.22996543,6751.41098106082
"161",2021-10-18 08:00:00,0.75363,0.75889,0.75187,0.75889,6938.04649916,5241.74445536125
"162",2021-10-18 08:30:00,0.75889,0.75987,0.75238,0.75379,15986.1798505,12072.03813448
"163",2021-10-18 09:00:00,0.7535,0.75724,0.7516,0.75724,8723.49829386,6577.16715178589
"164",2021-10-18 09:30:00,0.75728,0.75986,0.74489,0.75225,42403.82513896,31796.036210408
"165",2021-10-18 10:00:00,0.75024,0.75074,0.74386,0.74906,14833.74915743,11093.1617409527
"166",2021-10-18 10:30:00,0.74775,0.75324,0.74575,0.75258,12453.6675758,9324.89001636577
"167",2021-10-18 11:00:00,0.75161,0.75219,0.74955,0.75031,6017.4245,4516.618060721
"168",2021-10-18 11:30:00,0.75128,0.75202,0.74212,0.74648,33775.46509255,25143.8042901155
"169",2021-10-18 12:00:00,0.74676,0.74924,0.74357,0.74357,4957.72737717,3699.94577811659
"170",2021-10-18 12:30:00,0.74512,0.74833,0.74067,0.74492,22720.04445845,16919.1621437714
"171",2021-10-18 13:00:00,0.74365,0.74771,0.73663,0.74771,28780.75073632,21266.260157104
"172",2021-10-18 13:30:00,0.74699,0.75072,0.74519,0.7496,11159.90522329,8354.56834778795
"173",2021-10-18 14:00:00,0.75016,0.75266,0.74761,0.7489,11414.08860835,8553.40607109746
"174",2021-10-18 14:30:00,0.74991,0.74991,0.74321,0.74719,3751.9929122,2799.56483448148
"175",2021-10-18 15:00:00,0.7449,0.74621,0.74168,0.74391,10456.32157072,7776.5815136043
"176",2021-10-18 15:30:00,0.74413,0.74729,0.74223,0.74729,4356.68378873,3244.96197583057
"177",2021-10-18 16:00:00,0.74554,0.74875,0.74414,0.74414,2715.28347365,2026.67350889355
"178",2021-10-18 16:30:00,0.74445,0.74445,0.73987,0.74038,15976.70926751,11843.2321070226
"179",2021-10-18 17:00:00,0.7398,0.74612,0.7398,0.74612,10560.18876296,7844.46693883948
"180",2021-10-18 17:30:00,0.74474,0.74629,0.74136,0.74136,5447.81297684,4057.38911607716
"181",2021-10-18 18:00:00,0.74131,0.7449,0.74056,0.7449,1522.2910431,1130.11299256738
"182",2021-10-18 18:30:00,0.74471,0.74529,0.73998,0.73998,4900.26082259,3644.00942309021
"183",2021-10-18 19:00:00,0.74111,0.74274,0.73783,0.74274,12246.70179941,9067.84487914135
"184",2021-10-18 19:30:00,0.74121,0.74692,0.74121,0.74493,5887.27236629,4384.30036975267
"185",2021-10-18 20:00:00,0.74542,0.74874,0.7424,0.7487,6166.05488847,4594.71929270504
"186",2021-10-18 20:30:00,0.74875,0.7505,0.74529,0.74747,23860.70699482,17864.5187353715
"187",2021-10-18 21:00:00,0.7468,0.74942,0.74634,0.74942,4026.27921552,3012.6003408691
"188",2021-10-18 21:30:00,0.74955,0.74955,0.74792,0.74859,1491.21419798,1116.4569252208
"189",2021-10-18 22:00:00,0.74879,0.74909,0.74556,0.74556,14414.26561795,10782.2649731752
"190",2021-10-18 22:30:00,0.74556,0.74884,0.74551,0.74884,13162.09171284,9831.99542646418
"191",2021-10-18 23:00:00,0.74869,0.74994,0.74652,0.74994,7649.85240593,5729.90052377143
"192",2021-10-18 23:30:00,0.75016,0.75087,0.74648,0.74859,6143.11130488,4604.97697136611
"193",2021-10-19 00:00:00,0.7472,0.75125,0.74412,0.74788,6763.0682774,5061.77755353575
"194",2021-10-19 00:30:00,0.7502,0.75055,0.74457,0.74552,9712.7119,7246.996065933
"195",2021-10-19 01:00:00,0.74651,0.74812,0.74417,0.74812,4508.72446798,3362.46744061075
"196",2021-10-19 01:30:00,0.74875,0.75129,0.74852,0.75129,2174.79424076,1630.85696463428
"197",2021-10-19 02:00:00,0.75133,0.75331,0.75053,0.75232,17499.4998012,13162.1195850088
"198",2021-10-19 02:30:00,0.75231,0.7536,0.75096,0.7536,611.43010369,460.084941150755
"199",2021-10-19 03:00:00,0.75294,0.75692,0.75064,0.75501,5260.93845063,3970.36270147812
"200",2021-10-19 03:30:00,0.75562,0.75995,0.75506,0.75924,19338.0810962,14633.2983246732
"201",2021-10-19 04:00:00,0.75867,0.75998,0.75789,0.75967,16600.61708288,12605.5288780879
"202",2021-10-19 04:30:00,0.75999,0.76344,0.75697,0.761,11331.75036619,8607.08294116747
"203",2021-10-19 05:00:00,0.76119,0.76251,0.7558,0.75591,2668.00844831,2022.96828537937
"204",2021-10-19 05:30:00,0.75685,0.75882,0.75629,0.75718,2772.89796977,2099.69882349543
"205",2021-10-19 06:00:00,0.7564,0.75943,0.75551,0.75708,13253.65283414,10033.7285528196
"206",2021-10-19 06:30:00,0.75708,0.75708,0.75457,0.75631,2673.5448,2020.147256914
"207",2021-10-19 07:00:00,0.75456,0.756,0.75377,0.75551,2245.6765,1696.078351301
"208",2021-10-19 07:30:00,0.75541,0.76665,0.75475,0.7646,9015.39859084,6860.36980330295
"209",2021-10-19 08:00:00,0.76321,0.76435,0.7575,0.75818,15706.72014354,11940.6804284086
"210",2021-10-19 08:30:00,0.75783,0.76666,0.75754,0.76633,14189.80627232,10795.3096601736
"211",2021-10-19 09:00:00,0.76609,0.76705,0.76084,0.76459,12058.34243206,9212.45924660484
"212",2021-10-19 09:30:00,0.76365,0.76906,0.76365,0.76703,5777.34124899,4426.19729174683
"213",2021-10-19 10:00:00,0.76606,0.76673,0.76312,0.76328,20173.57062016,15439.2560604662
"214",2021-10-19 10:30:00,0.76328,0.76415,0.75916,0.76047,8426.68069486,6417.10997277233
"215",2021-10-19 11:00:00,0.76088,0.76278,0.75936,0.76095,21809.36689608,16600.9853125346
"216",2021-10-19 11:30:00,0.76064,0.76248,0.75953,0.76149,6262.05981764,4766.12598060404
"217",2021-10-19 12:00:00,0.76118,0.76311,0.75972,0.7623,8246.26225759,6283.26772507556
"218",2021-10-19 12:30:00,0.76109,0.76256,0.75907,0.76025,55202.1520925,41956.2011547549
"219",2021-10-19 13:00:00,0.76086,0.76196,0.75815,0.76088,17736.58296448,13482.1173673055
"220",2021-10-19 13:30:00,0.76109,0.764,0.7542,0.7542,21145.57276805,16049.0106366437
"221",2021-10-19 14:00:00,0.75483,0.75544,0.74544,0.75039,19651.15623196,14752.1011567602
"222",2021-10-19 14:30:00,0.74866,0.75301,0.74612,0.75183,7387.01231862,5531.85990624824
"223",2021-10-19 15:00:00,0.74972,0.75401,0.74972,0.75077,10001.14598668,7518.09829201401
"224",2021-10-19 15:30:00,0.75135,0.75797,0.7511,0.75797,27275.16787157,20547.1025707889
"225",2021-10-19 16:00:00,0.75831,0.76915,0.75735,0.75768,42436.52636117,32419.3445797027
"226",2021-10-19 16:30:00,0.75856,0.75856,0.7525,0.75256,7478.19730885,5640.9198188646
"227",2021-10-19 17:00:00,0.75318,0.75472,0.75245,0.75412,12227.92057267,9208.31895703512
"228",2021-10-19 17:30:00,0.75412,0.75614,0.75282,0.75369,11586.81572449,8743.55798370033
"229",2021-10-19 18:00:00,0.75406,0.7547,0.75148,0.75248,9886.65362669,7440.03232228828
"230",2021-10-19 18:30:00,0.75265,0.75402,0.74917,0.75083,24359.19118248,18291.7048702956
"231",2021-10-19 19:00:00,0.7514,0.75217,0.74806,0.74935,15942.96508279,11954.8678960247
"232",2021-10-19 19:30:00,0.74938,0.75134,0.7463,0.74737,10221.99986499,7658.25254206192
"233",2021-10-19 20:00:00,0.74752,0.74883,0.74,0.74059,46685.68892714,34717.3333587366
"234",2021-10-19 20:30:00,0.74231,0.74414,0.74153,0.7428,12378.24786959,9196.94289239234
"235",2021-10-19 21:00:00,0.74225,0.74827,0.74193,0.74715,14225.61692776,10593.8912247475
"236",2021-10-19 21:30:00,0.74677,0.74882,0.74582,0.74818,9873.92720245,7378.9433637219
"237",2021-10-19 22:00:00,0.74798,0.75471,0.74682,0.75447,11744.36596173,8816.23068787073
"238",2021-10-19 22:30:00,0.75385,0.76568,0.75385,0.76458,16028.44139935,12166.7400335127
"239",2021-10-19 23:00:00,0.76529,0.77765,0.76422,0.77671,21163.06820485,16350.8771556314
"240",2021-10-19 23:30:00,0.77451,0.77663,0.77001,0.77314,29100.33025181,22506.6225005466
"241",2021-10-20 00:00:00,0.77293,0.77765,0.76831,0.76831,18534.49677384,14313.8072652613
"242",2021-10-20 00:30:00,0.76898,0.77672,0.76825,0.77522,9686.39653234,7466.8078191777
"243",2021-10-20 01:00:00,0.77417,0.78187,0.77028,0.77957,27094.87367409,21048.2895551866
"244",2021-10-20 01:30:00,0.779,0.78316,0.77152,0.77731,28235.20543393,21959.3506536793
"245",2021-10-20 02:00:00,0.77731,0.78089,0.77483,0.77805,12913.28539097,10034.4472818821
"246",2021-10-20 02:30:00,0.7771,0.78659,0.7771,0.7854,29988.18927406,23477.6650569335
"247",2021-10-20 03:00:00,0.78641,0.79153,0.78254,0.78314,25850.65364772,20350.0508597695
"248",2021-10-20 03:30:00,0.78249,0.78471,0.77592,0.77652,24596.06269372,19188.6035968056
"249",2021-10-20 04:00:00,0.77775,0.78506,0.77299,0.78506,22080.33581947,17192.7588230219
"250",2021-10-20 04:30:00,0.78516,0.79209,0.78266,0.78775,30390.88819719,23929.2971957679
"251",2021-10-20 05:00:00,0.78739,0.78739,0.78032,0.78053,8198.30319199,6414.21027930024
"252",2021-10-20 05:30:00,0.78287,0.78295,0.77617,0.78192,10197.67518505,7954.2550254203
"253",2021-10-20 06:00:00,0.78029,0.78069,0.7771,0.7771,7072.40151342,5514.97519595849
"254",2021-10-20 06:30:00,0.77699,0.7881,0.77655,0.7843,16724.50022048,13105.5298819359
"255",2021-10-20 07:00:00,0.7823,0.78882,0.78229,0.78293,10978.9846,8612.092314041
"256",2021-10-20 07:30:00,0.78286,0.7831,0.77979,0.78161,16402.43010691,12823.7802833826
"257",2021-10-20 08:00:00,0.78176,0.78176,0.7794,0.78,8644.21747303,6742.86346973316
"258",2021-10-20 08:30:00,0.78,0.78,0.77698,0.77761,15086.75003278,11737.6085950549
"259",2021-10-20 09:00:00,0.77814,0.77998,0.77721,0.77908,2439.10876622,1900.29730920761
"260",2021-10-20 09:30:00,0.77875,0.7803,0.77822,0.77962,7085.51217886,5521.48419877688
"261",2021-10-20 10:00:00,0.77962,0.77994,0.77692,0.77727,8435.44043677,6570.31853605709
"262",2021-10-20 10:30:00,0.77823,0.78765,0.77698,0.78462,57080.41139932,44681.0192538209
"263",2021-10-20 11:00:00,0.78331,0.78331,0.7807,0.782,12197.54877663,9539.51539739035
"264",2021-10-20 11:30:00,0.78257,0.78485,0.78195,0.78396,11637.66150938,9114.70640127417
"265",2021-10-20 12:00:00,0.78453,0.78505,0.78374,0.78429,7222.01797647,5664.22463236736
"266",2021-10-20 12:30:00,0.78506,0.78791,0.78506,0.78727,7485.2955994,5889.89462793012
"267",2021-10-20 13:00:00,0.7876,0.79,0.78701,0.78906,24846.42202365,19601.9246414213
"268",2021-10-20 13:30:00,0.7896,0.7946,0.7881,0.79271,40150.34718205,31766.9166737268
"269",2021-10-20 14:00:00,0.7946,0.7987,0.79211,0.79398,22183.61774959,17639.4132087288
"270",2021-10-20 14:30:00,0.79398,0.80384,0.79268,0.79731,30917.79376529,24693.0065476474
"271",2021-10-20 15:00:00,0.79908,0.80275,0.79411,0.79837,23969.7673267,19135.2389576199
"272",2021-10-20 15:30:00,0.7987,0.80496,0.7987,0.80303,12414.03600421,9958.02634281461
"273",2021-10-20 16:00:00,0.80371,0.8081,0.80307,0.80559,34077.07418793,27435.3665013
"274",2021-10-20 16:30:00,0.80673,0.80824,0.80024,0.80378,31104.09724814,25043.4187809627
